Address A,Port A,Address B,Port B
10.12.1.124,4736,10.1.1.2,502
10.12.1.124,4353,10.1.1.3,502
10.12.1.124,4352,10.1.1.2,502
10.12.1.124,4097,10.1.1.3,502
10.12.1.124,3968,10.1.1.2,502
10.12.1.124,3713,10.1.1.3,502
10.12.1.124,3584,10.1.1.2,502
10.12.1.124,3329,10.1.1.3,502
10.12.1.124,3200,10.1.1.2,502
10.12.1.124,4865,10.1.1.3,502
10.12.1.124,3712,10.1.1.2,502
10.12.1.124,4481,10.1.1.3,502
10.12.1.124,4352,10.1.1.2,502
10.12.1.124,4097,10.1.1.3,502
10.12.1.124,4864,10.1.1.2,502
10.12.1.124,3713,10.1.1.3,502
10.12.1.124,4480,10.1.1.2,502
10.12.1.124,4225,10.1.1.3,502
10.12.1.124,3328,10.1.1.2,502
10.12.1.124,4865,10.1.1.3,502
10.12.1.124,3840,10.1.1.2,502
10.12.1.124,3457,10.1.1.3,502
10.12.1.124,3456,10.1.1.2,502
10.12.1.124,3073,10.1.1.3,502
10.12.1.124,4096,10.1.1.2,502
10.12.1.124,3841,10.1.1.3,502
10.12.1.124,4608,10.1.1.2,502
10.12.1.124,4225,10.1.1.3,502
10.12.1.124,4224,10.1.1.2,502
10.12.1.124,3969,10.1.1.3,502
10.12.1.124,3840,10.1.1.2,502
10.12.1.124,4609,10.1.1.3,502
10.12.1.124,3456,10.1.1.2,502
10.12.1.124,4225,10.1.1.3,502
10.12.1.124,3072,10.1.1.2,502
10.12.1.124,4737,10.1.1.3,502
10.12.1.124,4608,10.1.1.2,502
10.12.1.124,4353,10.1.1.3,502
10.12.1.124,4352,10.1.1.2,502
10.12.1.124,3201,10.1.1.3,502
10.12.1.124,3968,10.1.1.2,502
10.12.1.124,4737,10.1.1.3,502
10.12.1.124,3584,10.1.1.2,502
10.12.1.124,4353,10.1.1.3,502
10.12.1.124,3200,10.1.1.2,502
10.12.1.124,3969,10.1.1.3,502
10.12.1.124,4736,10.1.1.2,502
10.12.1.124,3585,10.1.1.3,502
10.12.1.124,4352,10.1.1.2,502
10.12.1.124,3201,10.1.1.3,502
10.12.1.124,3968,10.1.1.2,502
10.12.1.124,4737,10.1.1.3,502
10.12.1.124,3584,10.1.1.2,502
10.12.1.124,4353,10.1.1.3,502
10.12.1.124,4096,10.1.1.2,502
10.12.1.124,4097,10.1.1.3,502
10.12.1.124,3712,10.1.1.2,502
10.12.1.124,4609,10.1.1.3,502
10.12.1.124,3328,10.1.1.2,502
10.12.1.124,3329,10.1.1.3,502
10.12.1.124,3072,10.1.1.2,502
10.12.1.124,3841,10.1.1.3,502
10.12.1.124,4480,10.1.1.2,502
10.12.1.124,3457,10.1.1.3,502
10.12.1.124,4224,10.1.1.2,502
10.12.1.124,4097,10.1.1.3,502
10.12.1.124,3840,10.1.1.2,502
10.12.1.124,4609,10.1.1.3,502
10.12.1.124,3456,10.1.1.2,502
10.12.1.124,4225,10.1.1.3,502
10.12.1.124,3072,10.1.1.2,502
10.12.1.124,3841,10.1.1.3,502
10.12.1.124,4608,10.1.1.2,502
10.12.1.124,3457,10.1.1.3,502
10.12.1.124,4224,10.1.1.2,502
10.12.1.124,3073,10.1.1.3,502
10.12.1.124,3840,10.1.1.2,502
10.12.1.124,4737,10.1.1.3,502
10.12.1.124,3456,10.1.1.2,502
10.12.1.124,4353,10.1.1.3,502
10.12.1.124,3968,10.1.1.2,502
10.12.1.124,3969,10.1.1.3,502
10.12.1.124,3712,10.1.1.2,502
10.12.1.124,4481,10.1.1.3,502
10.12.1.124,4352,10.1.1.2,502
10.12.1.124,3201,10.1.1.3,502
10.12.1.124,4864,10.1.1.2,502
10.12.1.124,4737,10.1.1.3,502
10.12.1.124,4480,10.1.1.2,502
10.12.1.124,4353,10.1.1.3,502
10.12.1.124,4096,10.1.1.2,502
10.12.1.124,4097,10.1.1.3,502
10.12.1.124,3712,10.1.1.2,502
10.12.1.124,3585,10.1.1.3,502
10.12.1.124,3328,10.1.1.2,502
10.12.1.124,3329,10.1.1.3,502
10.12.1.124,4864,10.1.1.2,502
10.12.1.124,4865,10.1.1.3,502
10.12.1.124,4480,10.1.1.2,502
10.12.1.124,4481,10.1.1.3,502
10.12.1.124,4096,10.1.1.2,502
10.12.1.124,4097,10.1.1.3,502
10.12.1.124,3840,10.1.1.2,502
10.12.1.124,3713,10.1.1.3,502
10.12.1.124,3328,10.1.1.2,502
10.12.1.124,3329,10.1.1.3,502
10.12.1.124,3072,10.1.1.2,502
10.12.1.124,4865,10.1.1.3,502
10.12.1.124,3584,10.1.1.2,502
10.12.1.124,3457,10.1.1.3,502
10.12.1.124,4224,10.1.1.2,502
10.12.1.124,4225,10.1.1.3,502
10.12.1.124,3840,10.1.1.2,502
10.12.1.124,4609,10.1.1.3,502
10.12.1.124,3456,10.1.1.2,502
10.12.1.124,4353,10.1.1.3,502
10.12.1.124,3072,10.1.1.2,502
10.12.1.124,3073,10.1.1.3,502
10.12.1.124,4608,10.1.1.2,502
10.12.1.124,3585,10.1.1.3,502
10.12.1.124,4352,10.1.1.2,502
10.12.1.124,3201,10.1.1.3,502
10.12.1.124,3968,10.1.1.2,502
10.12.1.124,3841,10.1.1.3,502
10.12.1.124,3584,10.1.1.2,502
10.12.1.124,4353,10.1.1.3,502
10.12.1.124,4096,10.1.1.2,502
10.12.1.124,3969,10.1.1.3,502
10.12.1.124,3712,10.1.1.2,502
10.12.1.124,3585,10.1.1.3,502
10.12.1.124,3328,10.1.1.2,502
10.12.129.252,1430,10.12.128.180,443
10.12.129.252,1447,10.12.128.179,80
10.12.129.252,1567,10.12.128.40,80
10.12.129.252,1568,10.12.128.60,80
10.20.97.12,49447,10.12.0.241,445
10.20.97.12,49449,10.12.0.223,445
10.20.97.12,63372,10.12.0.145,445
10.20.97.12,63339,10.12.0.143,445
10.20.97.12,63457,10.12.0.144,445
10.20.97.12,49564,10.12.0.121,3389
10.20.97.12,49569,10.12.0.121,3389
10.20.97.12,49575,10.12.0.121,3389
10.20.97.12,49576,10.12.0.121,3389
10.20.97.17,52738,10.12.0.63,445
10.20.97.17,52983,10.12.0.61,445
10.20.97.17,52995,10.12.0.62,445
10.20.97.87,61045,10.12.0.73,3389
10.20.97.87,61046,10.12.0.73,3389
10.21.97.35,50208,10.12.0.241,445
10.21.97.35,50209,10.12.1.194,445
192.168.100.2,59835,111.221.77.162,80
192.168.100.2,59836,157.56.52.20,443
192.168.100.2,59838,157.56.52.13,80
192.168.100.2,59842,157.55.235.176,80
192.168.100.2,59839,157.56.52.20,80
192.168.100.2,59840,157.55.235.176,443
192.168.100.2,59843,157.55.56.156,443
192.168.100.2,59846,157.55.56.156,80
192.168.100.2,59832,111.221.77.162,443
192.168.100.2,59847,157.55.130.169,443
192.168.100.2,59834,157.56.52.13,443
192.168.100.2,59848,111.221.77.145,443
192.168.100.2,59849,157.55.130.169,80
192.168.100.2,59850,111.221.77.145,80
192.168.100.2,59851,103.43.75.140,443
192.168.100.2,59853,103.43.75.140,80
192.168.100.2,59854,91.190.218.52,443
192.168.100.2,59855,91.190.218.52,80
192.168.100.2,59858,157.55.56.161,443
192.168.100.2,59860,157.55.235.153,443
192.168.100.2,59861,157.55.56.161,80
192.168.100.2,59862,157.55.56.146,443
192.168.100.2,59864,157.55.235.153,80
192.168.100.2,59865,157.55.56.146,80
192.168.100.2,59866,157.56.52.48,443
192.168.100.2,59868,157.56.52.48,80
192.168.100.2,59869,65.55.223.34,443
192.168.100.2,59872,65.55.223.34,80
192.168.100.2,59873,157.55.56.159,443
192.168.100.2,59874,78.46.49.23,443
192.168.100.2,59875,157.55.56.141,443
192.168.100.2,59876,157.55.56.159,80
192.168.100.2,59877,78.46.49.23,80
192.168.100.2,59878,157.55.56.141,80
192.168.100.2,59881,157.56.52.17,443
192.168.100.2,59883,85.25.103.30,443
192.168.100.2,59884,157.56.52.22,443
192.168.100.2,59885,157.56.52.17,80
192.168.100.2,59886,64.4.23.153,443
192.168.100.2,59888,157.56.52.22,80
192.168.100.2,59889,85.25.103.30,80
192.168.100.2,59890,64.4.23.153,80
192.168.100.2,59891,157.55.130.168,443
192.168.100.2,59893,157.55.130.168,80
192.168.100.2,59894,65.55.223.39,443
192.168.100.2,59897,65.55.223.39,80
192.168.100.2,59898,157.56.52.19,443
192.168.100.2,59899,157.56.52.23,443
192.168.100.2,59900,157.56.52.19,80
192.168.100.2,59901,157.56.52.23,80
192.168.100.2,59904,64.4.23.156,443
192.168.100.2,59906,157.56.52.26,443
192.168.100.2,59907,64.4.23.156,80
192.168.100.2,59908,64.4.23.160,443
192.168.100.2,59910,157.56.52.26,80
192.168.100.2,59911,64.4.23.160,80
192.168.100.2,59913,157.55.130.149,443
192.168.100.2,59914,91.190.218.57,443
192.168.100.2,59916,157.55.130.149,80
192.168.100.2,59917,91.190.218.57,80
192.168.100.2,59918,111.221.77.171,443
192.168.100.2,59921,111.221.77.171,80
192.168.100.2,59922,157.55.56.174,443
192.168.100.2,59923,111.221.77.140,443
192.168.100.2,59924,157.55.56.174,80
192.168.100.2,59925,111.221.77.140,80
192.168.100.2,59928,157.55.235.162,443
192.168.100.2,59930,65.55.223.18,443
192.168.100.2,59931,157.55.235.162,80
192.168.100.2,59932,157.56.52.44,443
192.168.100.2,59934,65.55.223.18,80
192.168.100.2,59935,157.56.52.44,80
192.168.100.2,59936,64.4.23.149,443
192.168.100.2,59938,64.4.23.149,80
192.168.100.2,59939,64.4.23.169,443
192.168.100.2,59942,64.4.23.169,80
192.168.100.2,59943,157.55.56.162,443
192.168.100.2,59944,157.55.235.173,443
192.168.100.2,59945,157.55.56.162,80
192.168.100.2,59946,157.55.235.173,80
192.168.100.2,59949,157.55.235.167,443
192.168.100.2,59951,157.55.56.145,443
192.168.100.2,59952,103.43.75.140,443
192.168.100.2,59953,157.55.235.167,80
192.168.100.2,59954,64.4.23.140,443
192.168.100.2,59956,157.55.56.145,80
192.168.100.2,59957,103.43.75.140,80
192.168.100.2,59958,64.4.23.140,80
192.168.100.2,59959,157.55.235.165,443
192.168.100.2,59961,157.55.235.165,80
192.168.100.2,59963,64.4.23.146,443
192.168.100.2,59966,91.190.218.64,443
192.168.100.2,59967,64.4.23.146,80
192.168.100.2,59968,64.4.23.161,443
192.168.100.2,59969,111.221.77.148,443
192.168.100.2,59970,91.190.218.64,80
192.168.100.2,59971,64.4.23.161,80
192.168.100.2,59972,111.221.77.148,80
192.168.100.2,59973,78.46.49.23,443
192.168.100.2,59974,78.46.49.23,80
192.168.100.2,59977,111.221.77.156,443
192.168.100.2,59979,157.55.130.151,443
192.168.100.2,59980,111.221.77.156,80
192.168.100.2,59981,157.55.235.142,443
192.168.100.2,59983,157.55.130.151,80
192.168.100.2,59984,157.55.235.142,80
192.168.100.2,59985,157.56.52.46,443
192.168.100.2,59987,157.56.52.46,80
192.168.100.2,59988,64.4.23.141,443
192.168.100.2,59991,85.25.103.30,443
192.168.100.2,59992,64.4.23.141,80
192.168.100.2,59993,157.55.56.147,443
192.168.100.2,59994,157.55.130.143,443
192.168.100.2,59995,85.25.103.30,80
192.168.100.2,59996,157.55.56.147,80
192.168.100.2,59997,157.55.130.143,80
192.168.100.2,60000,157.56.52.18,443
192.168.100.2,60002,157.55.56.167,443
192.168.100.2,60003,157.56.52.18,80
192.168.100.2,60004,65.55.223.25,443
192.168.100.2,60006,157.55.56.167,80
192.168.100.2,60007,65.55.223.25,80
192.168.100.2,60008,157.56.52.43,443
192.168.100.2,60010,157.56.52.43,80
192.168.100.2,60011,65.55.223.24,443
192.168.100.2,60014,65.55.223.24,80
192.168.100.2,60015,157.56.52.40,443
192.168.100.2,60016,157.55.235.152,443
192.168.100.2,60017,157.56.52.40,80
192.168.100.2,60018,157.55.235.152,80
192.168.100.2,60020,91.190.218.58,443
192.168.100.2,60021,91.190.218.58,80
192.168.100.2,60024,157.55.235.158,443
192.168.100.2,60026,157.55.235.146,443
192.168.100.2,60027,157.55.235.158,80
192.168.100.2,60028,65.55.223.35,443
192.168.100.2,60030,157.55.235.146,80
192.168.100.2,60031,65.55.223.35,80
192.168.100.2,60032,157.55.56.153,443
192.168.100.2,60034,157.55.56.153,80
192.168.100.2,60035,65.55.223.32,443
192.168.100.2,60038,65.55.223.32,80
192.168.100.2,60039,65.55.223.46,443
192.168.100.2,60040,157.55.130.176,443
192.168.100.2,60041,65.55.223.46,80
192.168.100.2,60042,157.55.130.176,80
192.168.100.2,60045,65.55.223.28,443
192.168.100.2,60047,157.56.52.18,443
192.168.100.2,60048,65.55.223.28,80
192.168.100.2,60049,65.55.223.12,443
192.168.100.2,60051,157.56.52.18,80
192.168.100.2,60052,103.43.75.140,443
192.168.100.2,60053,65.55.223.12,80
192.168.100.2,60054,157.55.56.169,443
192.168.100.2,60055,103.43.75.140,80
192.168.100.2,60057,157.55.56.169,80
192.168.100.2,60058,157.55.235.141,443
192.168.100.2,60061,157.55.235.141,80
192.168.100.2,60062,157.55.235.140,443
192.168.100.2,60063,111.221.77.165,443
192.168.100.2,60064,157.55.235.140,80
192.168.100.2,60065,111.221.77.165,80
192.168.100.2,60066,78.46.49.23,443
192.168.100.2,60068,78.46.49.23,80
192.168.100.2,60069,91.190.218.51,443
192.168.100.2,60071,91.190.218.51,80
192.168.100.2,60073,111.221.77.153,443
192.168.100.2,60075,157.56.52.14,443
192.168.100.2,60076,111.221.77.153,80
192.168.100.2,60077,111.221.77.150,443
192.168.100.2,60078,157.56.52.14,80
192.168.100.2,60079,111.221.77.150,80
192.168.100.2,60080,85.25.103.30,443
192.168.100.2,60081,85.25.103.30,80
192.168.100.2,60083,91.190.218.59,443
192.168.100.2,60084,91.190.218.59,80
192.168.100.2,60085,103.43.75.140,443
192.168.100.2,60086,103.43.75.140,80
192.168.100.2,60087,78.46.49.23,443
192.168.100.2,60088,78.46.49.23,80
192.168.100.2,60090,111.221.77.146,443
192.168.100.2,60091,111.221.77.146,80
192.168.100.2,60092,85.25.103.30,443
192.168.100.2,60093,85.25.103.30,80
192.168.100.2,60096,157.55.130.174,443
192.168.100.2,60097,157.55.56.176,443
192.168.100.2,60098,157.55.130.174,80
192.168.100.2,60099,157.55.56.176,80
192.168.100.2,60102,91.190.219.44,443
192.168.100.2,60103,157.56.52.21,443
192.168.100.2,60104,91.190.219.44,80
192.168.100.2,60105,157.56.52.21,80
192.168.100.2,60108,64.4.23.170,443
192.168.100.2,60109,157.56.52.37,443
192.168.100.2,60110,64.4.23.170,80
192.168.100.2,60111,157.56.52.37,80
192.168.100.2,60113,65.55.223.31,443
192.168.100.2,60114,65.55.223.31,80
192.168.100.2,60117,157.56.52.34,443
192.168.100.2,60118,157.56.52.25,443
192.168.100.2,60119,157.56.52.34,80
192.168.100.2,60120,157.56.52.25,80
192.168.100.2,60121,103.43.75.140,443
192.168.100.2,60122,103.43.75.140,80
192.168.100.2,60125,91.190.218.66,443
192.168.100.2,60126,111.221.77.176,443
192.168.100.2,60127,91.190.218.66,80
192.168.100.2,60128,111.221.77.176,80
192.168.100.2,60129,78.46.49.23,443
192.168.100.2,60130,78.46.49.23,80
192.168.100.2,60133,157.55.56.156,443
192.168.100.2,60134,157.55.235.176,443
192.168.100.2,60135,157.55.56.156,80
192.168.100.2,60136,157.55.235.176,80
192.168.100.2,60137,85.25.103.30,443
192.168.100.2,60138,85.25.103.30,80
192.168.100.2,60140,65.55.223.14,443
192.168.100.2,60141,65.55.223.14,80
192.168.100.2,60144,111.221.77.145,443
192.168.100.2,60145,157.55.56.159,443
192.168.100.2,60146,111.221.77.145,80
192.168.100.2,60147,157.55.56.159,80
192.168.100.2,60149,157.55.130.168,443
192.168.100.2,60151,157.55.130.168,80
192.168.100.2,60152,91.190.218.52,443
192.168.100.2,60153,91.190.218.52,80
192.168.100.2,60156,157.55.235.162,443
192.168.100.2,60157,157.55.130.149,443
192.168.100.2,60158,157.55.235.162,80
192.168.100.2,60159,157.55.130.149,80
192.168.100.2,60161,111.221.77.140,443
192.168.100.2,60162,111.221.77.140,80
192.168.100.2,60163,103.43.75.140,443
192.168.100.2,60164,103.43.75.140,80
192.168.100.2,60167,157.55.235.165,443
192.168.100.2,60168,157.56.52.18,443
192.168.100.2,60169,157.55.235.165,80
192.168.100.2,60170,157.56.52.18,80
192.168.100.2,60172,91.190.218.57,443
192.168.100.2,60173,91.190.218.57,80
192.168.100.2,60174,78.46.49.23,443
192.168.100.2,60176,78.46.49.23,80
192.168.100.2,60177,64.4.23.141,443
192.168.100.2,60178,64.4.23.141,80
192.168.100.2,60181,65.55.223.35,443
192.168.100.2,60182,65.55.223.46,443
192.168.100.2,60183,65.55.223.35,80
192.168.100.2,60184,65.55.223.46,80
192.168.100.2,60185,85.25.103.30,443
192.168.100.2,60186,85.25.103.30,80
192.168.100.2,60188,157.56.52.18,443
192.168.100.2,60189,157.56.52.18,80
192.168.100.2,60192,65.55.223.28,443
192.168.100.2,60193,157.55.56.154,443
192.168.100.2,60194,65.55.223.28,80
192.168.100.2,60195,157.55.56.154,80
192.168.100.2,60198,91.190.218.64,443
192.168.100.2,60199,157.55.235.170,443
192.168.100.2,60200,91.190.218.64,80
192.168.100.2,60201,157.55.235.170,80
192.168.100.2,60204,111.221.77.159,443
192.168.100.2,60205,157.55.235.160,443
192.168.100.2,60206,111.221.77.159,80
192.168.100.2,60207,157.55.235.160,80
192.168.100.2,60209,65.55.223.44,443
192.168.100.2,60210,65.55.223.44,80
192.168.100.2,60211,103.43.75.140,443
192.168.100.2,60213,103.43.75.140,80
192.168.100.2,60215,111.221.77.151,443
192.168.100.2,60216,64.4.23.151,443
192.168.100.2,60217,111.221.77.151,80
192.168.100.2,60218,64.4.23.151,80
192.168.100.2,60220,157.55.130.170,443
192.168.100.2,60222,78.46.49.23,443
192.168.100.2,60223,157.55.130.170,80
192.168.100.2,60224,91.190.218.58,443
192.168.100.2,60225,78.46.49.23,80
192.168.100.2,60226,91.190.218.58,80
192.168.100.2,60229,157.55.56.146,443
192.168.100.2,60230,157.55.235.151,443
192.168.100.2,60231,157.55.56.146,80
192.168.100.2,60232,157.55.235.151,80
192.168.100.2,60233,85.25.103.30,443
192.168.100.2,60234,85.25.103.30,80
192.168.100.2,60236,157.55.235.164,443
192.168.100.2,60237,157.55.235.164,80
192.168.100.2,60240,157.55.235.168,443
192.168.100.2,60241,157.55.130.172,443
192.168.100.2,60242,157.55.235.168,80
192.168.100.2,60243,157.55.130.172,80
192.168.100.2,60246,157.55.56.149,443
192.168.100.2,60247,91.190.218.51,443
192.168.100.2,60248,157.55.56.149,80
192.168.100.2,60249,91.190.218.51,80
192.168.100.2,60252,157.55.56.146,443
192.168.100.2,60253,65.55.223.21,443
192.168.100.2,60254,157.55.56.146,80
192.168.100.2,60255,65.55.223.21,80
192.168.100.2,60257,157.55.56.170,443
192.168.100.2,60258,157.55.56.170,80
192.168.100.2,60260,103.43.75.140,443
192.168.100.2,60262,65.55.223.19,443
192.168.100.2,60263,157.55.56.148,443
192.168.100.2,60264,103.43.75.140,80
192.168.100.2,60265,65.55.223.19,80
192.168.100.2,60266,157.55.56.148,80
192.168.100.2,60268,91.190.218.59,443
192.168.100.2,60270,91.190.218.59,80
192.168.100.2,60271,111.221.77.152,443
192.168.100.2,60272,111.221.77.152,80
192.168.100.2,60273,78.46.49.23,443
192.168.100.2,60274,78.46.49.23,80
192.168.100.2,60277,111.221.77.141,443
192.168.100.2,60278,157.55.235.147,443
192.168.100.2,60279,111.221.77.141,80
192.168.100.2,60280,157.55.235.147,80
192.168.100.2,60281,85.25.103.30,443
192.168.100.2,60282,85.25.103.30,80
192.168.100.2,60284,157.55.130.162,443
192.168.100.2,60285,157.55.130.162,80
192.168.100.2,60288,64.4.23.168,443
192.168.100.2,60289,157.55.130.140,443
192.168.100.2,60290,64.4.23.168,80
192.168.100.2,60291,157.55.130.140,80
192.168.100.2,60293,64.4.23.163,443
192.168.100.2,60294,64.4.23.163,80
192.168.100.2,60297,157.55.235.149,443
192.168.100.2,60298,157.55.130.173,443
192.168.100.2,60299,157.55.235.149,80
192.168.100.2,60300,157.55.130.173,80
192.168.100.2,60302,91.190.219.44,443
192.168.100.2,60303,91.190.219.44,80
192.168.100.2,60305,157.55.130.152,443
192.168.100.2,60306,157.55.130.152,80
192.168.100.2,60309,157.55.56.151,443
192.168.100.2,60310,157.55.130.171,443
192.168.100.2,60311,157.55.56.151,80
192.168.100.2,60312,157.55.130.171,80
192.168.100.2,60313,103.43.75.140,443
192.168.100.2,60314,103.43.75.140,80
192.168.100.2,60316,157.55.130.144,443
192.168.100.2,60317,157.55.130.144,80
192.168.100.2,60318,78.46.49.23,443
192.168.100.2,60321,78.46.49.23,80
192.168.100.2,60322,157.55.56.164,443
192.168.100.2,60323,157.55.130.148,443
192.168.100.2,60324,157.55.56.164,80
192.168.100.2,60325,157.55.130.148,80
192.168.100.2,60327,91.190.218.66,443
192.168.100.2,60328,91.190.218.66,80
192.168.100.2,60330,157.55.235.146,443
192.168.100.2,60331,85.25.103.30,443
192.168.100.2,60332,157.55.235.146,80
192.168.100.2,60333,85.25.103.30,80
192.168.100.2,60336,157.55.56.152,443
192.168.100.2,60341,157.56.52.39,443
192.168.100.2,60342,157.55.56.152,80
192.168.100.2,60343,65.55.223.22,443
192.168.100.2,60344,65.55.223.42,443
192.168.100.2,60345,111.221.77.164,443
192.168.100.2,60346,111.221.77.155,443
192.168.100.2,60347,157.56.52.39,80
192.168.100.2,60348,65.55.223.22,80
192.168.100.2,60349,65.55.223.42,80
192.168.100.2,60350,111.221.77.164,80
192.168.100.2,60351,111.221.77.155,80
192.168.100.2,60353,157.55.130.156,443
192.168.100.2,60354,157.55.130.156,80
192.168.100.2,60357,157.55.130.158,443
192.168.100.2,60362,65.55.223.13,443
192.168.100.2,60363,157.55.130.158,80
192.168.100.2,60364,64.4.23.174,443
192.168.100.2,60365,157.55.56.173,443
192.168.100.2,60366,157.56.52.35,443
192.168.100.2,60367,111.221.77.170,443
192.168.100.2,60369,65.55.223.13,80
192.168.100.2,60370,64.4.23.174,80
192.168.100.2,60371,157.55.56.173,80
192.168.100.2,60372,157.56.52.35,80
192.168.100.2,60373,111.221.77.170,80
192.168.100.2,60374,91.190.218.52,443
192.168.100.2,60375,91.190.218.52,80
192.168.100.2,60377,65.55.223.17,443
192.168.100.2,60378,65.55.223.17,80
192.168.100.2,60381,157.56.52.41,443
192.168.100.2,60383,157.55.130.155,443
192.168.100.2,60387,157.56.52.41,80
192.168.100.2,60388,111.221.77.162,443
192.168.100.2,60389,157.55.130.155,80
192.168.100.2,60390,157.55.235.153,443
192.168.100.2,60391,157.55.56.161,443
192.168.100.2,60392,157.55.130.146,443
192.168.100.2,60393,111.221.77.162,80
