Address A,Port A,Address B,Port B,Packets,Bytes,Packets A -> B,Bytes A -> B,Packets B -> A,Bytes B -> A,Rel Start,Duration,Bits/s A -> B,Bits/s B -> A
10.12.0.2,2616,10.11.9.28,502,1,62,1,62,0,0,266.849351,0,0,0
10.12.0.2,2617,10.11.9.28,502,1,62,1,62,0,0,266.990174,0,0,0
10.12.0.2,2618,10.11.9.28,502,1,62,1,62,0,0,267.505597,0,0,0
10.12.0.2,2619,10.11.9.28,502,1,62,1,62,0,0,269.068091,0,0,0
10.12.0.2,2625,10.11.9.28,502,2,124,2,124,0,0,295.696019,2.918836,339.8615064,0
10.12.0.2,2626,10.11.9.28,502,2,124,2,124,0,0,296.853063,2.868071,345.8770721,0
10.12.0.2,2627,10.11.9.28,502,2,124,2,124,0,0,296.995095,2.826677,350.9421133,0
10.12.0.2,2628,10.11.9.28,502,2,124,2,124,0,0,297.516319,2.909029,341.0072571,0
10.12.0.2,2629,10.11.9.28,502,1,62,1,62,0,0,298.708859,0,0,0
10.12.0.2,2630,10.11.9.28,502,2,124,2,124,0,0,299.070483,2.863706,346.4042747,0
10.12.0.2,2631,10.11.9.28,502,1,62,1,62,0,0,299.865232,0,0,0
10.12.0.2,2632,10.11.9.28,502,1,62,1,62,0,0,300.005844,0,0,0
10.12.0.2,2633,10.11.9.28,502,1,62,1,62,0,0,300.521426,0,0,0
10.12.0.2,2634,10.11.9.28,502,1,62,1,62,0,0,302.083909,0,0,0
10.12.0.2,2640,10.11.9.28,502,1,62,1,62,0,0,328.717897,0,0,0
10.12.0.2,2641,10.11.9.28,502,1,62,1,62,0,0,329.870154,0,0,0
10.12.0.2,2642,10.11.9.28,502,2,124,2,124,0,0,330.011796,3.003578,330.2727614,0
10.12.0.2,2643,10.11.9.28,502,2,124,2,124,0,0,330.531446,2.986905,332.1163546,0
10.12.0.2,2644,10.11.9.28,502,1,62,1,62,0,0,331.724711,0,0,0
10.12.0.2,2645,10.11.9.28,502,2,124,2,124,0,0,332.08573,2.840843,349.1921236,0
10.12.0.2,2646,10.11.9.28,502,1,62,1,62,0,0,332.881055,0,0,0
10.12.0.2,2647,10.11.9.28,502,1,62,1,62,0,0,333.021678,0,0,0
10.12.0.2,2648,10.11.9.28,502,1,62,1,62,0,0,333.537405,0,0,0
10.12.0.2,2649,10.11.9.28,502,1,62,1,62,0,0,335.09983,0,0,0
10.12.0.2,2655,10.11.9.28,502,2,124,2,124,0,0,361.728637,2.971572,333.8300401,0
10.12.0.2,2656,10.11.9.28,502,2,124,2,124,0,0,362.8833,2.923376,339.3337019,0
10.12.0.2,2657,10.11.9.28,502,2,124,2,124,0,0,363.026663,2.981177,332.7544792,0
10.12.0.2,2658,10.11.9.28,502,2,124,2,124,0,0,363.546015,2.964755,334.5976312,0
10.12.0.2,2659,10.11.9.28,502,1,62,1,62,0,0,364.740581,0,0,0
10.12.0.2,2660,10.11.9.28,502,1,62,1,62,0,0,365.110406,0,0,0
10.12.0.2,2661,10.11.9.28,502,1,62,1,62,0,0,365.896946,0,0,0
10.12.0.2,2662,10.11.9.28,502,1,62,1,62,0,0,366.037516,0,0,0
10.12.0.2,2663,10.11.9.28,502,1,62,1,62,0,0,366.553269,0,0,0
10.12.0.2,2664,10.11.9.28,502,1,62,1,62,0,0,368.115624,0,0,0
10.12.0.2,2670,10.11.9.28,502,2,124,2,124,0,0,394.749257,2.943298,337.0368886,0
10.12.0.2,2671,10.11.9.28,502,2,124,2,124,0,0,395.903509,2.996236,331.0820643,0
10.12.0.2,2672,10.11.9.28,502,1,62,1,62,0,0,396.046157,0,0,0
10.12.0.2,2673,10.11.9.28,502,1,62,1,62,0,0,396.555149,0,0,0
10.12.0.2,2674,10.11.9.28,502,1,62,1,62,0,0,397.756462,0,0,0
10.12.0.2,2675,10.11.9.28,502,2,124,2,124,0,0,398.123497,2.988977,331.8861269,0
10.12.0.2,2677,10.11.9.28,502,1,62,1,62,0,0,398.912645,0,0,0
10.12.0.2,2678,10.11.9.28,502,1,62,1,62,0,0,399.053385,0,0,0
10.12.0.2,2679,10.11.9.28,502,1,62,1,62,0,0,399.568965,0,0,0
10.12.0.2,2680,10.11.9.28,502,1,62,1,62,0,0,401.131514,0,0,0
10.12.0.2,2685,10.11.9.28,502,2,124,2,124,0,0,427.762257,2.922738,339.4077745,0
10.12.0.2,2687,10.11.9.28,502,2,124,2,124,0,0,428.915696,2.976278,333.3021982,0
10.12.0.2,2688,10.11.9.28,502,1,62,1,62,0,0,429.057175,0,0,0
10.12.0.2,2689,10.11.9.28,502,1,62,1,62,0,0,429.575005,0,0,0
10.12.0.2,2690,10.11.9.28,502,1,62,1,62,0,0,430.772433,0,0,0
10.12.0.2,2691,10.11.9.28,502,2,124,2,124,0,0,431.143101,2.961757,334.9363233,0
10.12.0.2,2692,10.11.9.28,502,1,62,1,62,0,0,431.92856,0,0,0
10.12.0.2,2693,10.11.9.28,502,1,62,1,62,0,0,432.069236,0,0,0
10.12.0.2,2694,10.11.9.28,502,1,62,1,62,0,0,432.585009,0,0,0
10.12.0.2,2695,10.11.9.28,502,1,62,1,62,0,0,434.147497,0,0,0
10.12.0.2,2701,10.11.9.28,502,2,124,2,124,0,0,460.780074,2.997928,330.895205,0
10.12.0.2,2702,10.11.9.28,502,1,62,1,62,0,0,461.933686,0,0,0
10.12.0.2,2703,10.11.9.28,502,1,62,1,62,0,0,462.074869,0,0,0
10.12.0.2,2704,10.11.9.28,502,2,124,2,124,0,0,462.594527,2.994176,331.3098495,0
10.12.0.2,2705,10.11.9.28,502,1,62,1,62,0,0,463.788319,0,0,0
10.12.0.2,2706,10.11.9.28,502,2,124,2,124,0,0,464.157081,2.94015,337.3977518,0
10.12.0.2,2707,10.11.9.28,502,1,62,1,62,0,0,464.944331,0,0,0
10.12.0.2,2708,10.11.9.28,502,1,62,1,62,0,0,465.085104,0,0,0
10.12.0.2,2709,10.11.9.28,502,1,62,1,62,0,0,465.600769,0,0,0
10.12.0.2,2710,10.11.9.28,502,1,62,1,62,0,0,467.163115,0,0,0
10.12.0.2,2716,10.11.9.28,502,2,124,2,124,0,0,493.795993,2.97436,333.5171264,0
10.12.0.2,2717,10.11.9.28,502,2,124,2,124,0,0,494.95139,2.925362,339.1033315,0
10.12.0.2,2718,10.11.9.28,502,2,124,2,124,0,0,495.094548,2.983378,332.5089881,0
10.12.0.2,2719,10.11.9.28,502,2,124,2,124,0,0,495.603998,2.980779,332.7989093,0
10.12.0.2,2720,10.11.9.28,502,1,62,1,62,0,0,496.803926,0,0,0
10.12.0.2,2721,10.11.9.28,502,1,62,1,62,0,0,497.173848,0,0,0
10.12.0.2,2722,10.11.9.28,502,1,62,1,62,0,0,497.960355,0,0,0
10.12.0.2,2723,10.11.9.28,502,1,62,1,62,0,0,498.100787,0,0,0
10.12.0.2,2724,10.11.9.28,502,1,62,1,62,0,0,498.616379,0,0,0
10.12.0.2,2725,10.11.9.28,502,1,62,1,62,0,0,500.178882,0,0,0
10.12.0.2,2731,10.11.9.28,502,2,124,2,124,0,0,526.813791,2.948921,336.3942269,0
10.12.0.2,2732,10.11.9.28,502,2,124,2,124,0,0,527.965306,3.004353,330.1875645,0
10.12.0.2,2733,10.11.9.28,502,1,62,1,62,0,0,528.106645,0,0,0
10.12.0.2,2734,10.11.9.28,502,1,62,1,62,0,0,528.626239,0,0,0
10.12.0.2,2735,10.11.9.28,502,1,62,1,62,0,0,529.819695,0,0,0
10.12.0.2,2736,10.11.9.28,502,2,124,2,124,0,0,530.187697,2.994908,331.2288725,0
10.12.0.2,2737,10.11.9.28,502,1,62,1,62,0,0,530.976057,0,0,0
10.12.0.2,2738,10.11.9.28,502,1,62,1,62,0,0,531.116601,0,0,0
10.12.0.2,2739,10.11.9.28,502,1,62,1,62,0,0,531.632313,0,0,0
10.12.0.2,2740,10.11.9.28,502,1,62,1,62,0,0,533.195535,0,0,0
10.12.0.2,2746,10.11.9.28,502,2,124,2,124,0,0,559.821528,2.933493,338.1634113,0
10.12.0.2,2747,10.11.9.28,502,2,124,2,124,0,0,560.98674,2.975292,333.4126533,0
10.12.0.2,2748,10.11.9.28,502,1,62,1,62,0,0,561.119375,0,0,0
10.12.0.2,2749,10.11.9.28,502,2,124,2,124,0,0,561.640167,2.92549,339.0884946,0
10.12.0.2,2750,10.11.9.28,502,1,62,1,62,0,0,562.835544,0,0,0
10.12.0.2,2751,10.11.9.28,502,1,62,1,62,0,0,563.205364,0,0,0
10.12.0.2,2752,10.11.9.28,502,1,62,1,62,0,0,563.991806,0,0,0
10.12.0.2,2753,10.11.9.28,502,1,62,1,62,0,0,564.132428,0,0,0
10.12.0.2,2754,10.11.9.28,502,1,62,1,62,0,0,564.648076,0,0,0
10.12.0.2,2755,10.11.9.28,502,1,62,1,62,0,0,566.21059,0,0,0
10.12.0.2,2761,10.11.9.28,502,2,124,2,124,0,0,592.83752,3.010426,329.5214697,0
10.12.0.2,2762,10.11.9.28,502,2,124,2,124,0,0,594.002395,2.952141,336.0273103,0
10.12.0.2,2763,10.11.9.28,502,1,62,1,62,0,0,594.14491,0,0,0
10.12.0.2,2764,10.11.9.28,502,1,62,1,62,0,0,594.653926,0,0,0
10.12.0.2,2765,10.11.9.28,502,1,62,1,62,0,0,595.851348,0,0,0
10.12.0.2,2766,10.11.9.28,502,1,62,1,62,0,0,596.221141,0,0,0
10.12.0.2,2767,10.11.9.28,502,1,62,1,62,0,0,597.007758,0,0,0
10.12.0.2,2768,10.11.9.28,502,1,62,1,62,0,0,597.148261,0,0,0
10.12.0.2,2769,10.11.9.28,502,1,62,1,62,0,0,597.664044,0,0,0
10.12.0.2,2770,10.11.9.28,502,1,62,1,62,0,0,599.226362,0,0,0
10.12.0.2,2776,10.11.9.28,502,2,124,2,124,0,0,625.85408,2.885765,343.756335,0
10.12.0.2,2777,10.11.9.28,502,2,124,2,124,0,0,627.012323,2.934528,338.044142,0
10.12.0.2,2778,10.11.9.28,502,2,124,2,124,0,0,627.153813,2.994168,331.3107347,0
10.12.0.2,2779,10.11.9.28,502,2,124,2,124,0,0,627.674444,2.976551,333.2716288,0
10.12.0.2,2780,10.11.9.28,502,1,62,1,62,0,0,628.867257,0,0,0
10.12.0.2,2781,10.11.9.28,502,2,124,2,124,0,0,629.237373,2.922306,339.4579486,0
10.12.0.2,2782,10.11.9.28,502,1,62,1,62,0,0,630.023388,0,0,0
10.12.0.2,2783,10.11.9.28,502,1,62,1,62,0,0,630.163999,0,0,0
10.12.0.2,2784,10.11.9.28,502,1,62,1,62,0,0,630.679798,0,0,0
10.12.0.2,2785,10.11.9.28,502,1,62,1,62,0,0,632.242201,0,0,0
10.12.0.2,2791,10.11.9.28,502,2,124,2,124,0,0,658.873152,2.858958,346.9795639,0
10.12.0.2,2792,10.11.9.28,502,2,124,2,124,0,0,660.035001,2.904097,341.5863864,0
10.12.0.2,2793,10.11.9.28,502,2,124,2,124,0,0,660.166795,2.872962,345.2882426,0
10.12.0.2,2794,10.11.9.28,502,2,124,2,124,0,0,660.685785,2.957599,335.4072002,0
10.12.0.2,2795,10.11.9.28,502,1,62,1,62,0,0,661.882885,0,0,0
10.12.0.2,2796,10.11.9.28,502,1,62,1,62,0,0,662.249722,0,0,0
10.12.0.2,2797,10.11.9.28,502,1,62,1,62,0,0,663.039218,0,0,0
10.12.0.2,2798,10.11.9.28,502,1,62,1,62,0,0,663.180056,0,0,0
10.12.0.2,2799,10.11.9.28,502,1,62,1,62,0,0,663.695541,0,0,0
10.12.0.2,2800,10.11.9.28,502,1,62,1,62,0,0,665.258071,0,0,0
10.12.0.2,2806,10.11.9.28,502,2,124,2,124,0,0,691.892721,2.831689,350.3209569,0
10.12.0.2,2807,10.11.9.28,502,2,124,2,124,0,0,693.047999,2.883477,344.029101,0
10.12.0.2,2808,10.11.9.28,502,2,124,2,124,0,0,693.189575,2.84258,348.9787447,0
10.12.0.2,2809,10.11.9.28,502,2,124,2,124,0,0,693.699192,2.835838,349.8084164,0
10.12.0.2,2810,10.11.9.28,502,1,62,1,62,0,0,694.898672,0,0,0
10.12.0.2,2811,10.11.9.28,502,2,124,2,124,0,0,695.265506,2.979481,332.9438919,0
10.12.0.2,2812,10.11.9.28,502,1,62,1,62,0,0,696.054994,0,0,0
10.12.0.2,2813,10.11.9.28,502,1,62,1,62,0,0,696.195571,0,0,0
10.12.0.2,2814,10.11.9.28,502,1,62,1,62,0,0,696.711311,0,0,0
10.12.0.2,2815,10.11.9.28,502,1,62,1,62,0,0,698.273712,0,0,0
10.12.0.2,2821,10.11.9.28,502,1,62,1,62,0,0,724.90678,0,0,0
10.12.0.2,2822,10.11.9.28,502,2,124,2,124,0,0,726.062939,2.961488,334.9667464,0
10.12.0.2,2823,10.11.9.28,502,2,124,2,124,0,0,726.204293,2.820134,351.756335,0
10.12.0.2,2824,10.11.9.28,502,2,124,2,124,0,0,726.714387,2.91352,340.4816167,0
10.12.0.2,2825,10.11.9.28,502,1,62,1,62,0,0,727.914423,0,0,0
10.12.0.2,2826,10.11.9.28,502,2,124,2,124,0,0,728.282238,2.854499,347.5215791,0
10.12.0.2,2828,10.11.9.28,502,1,62,1,62,0,0,729.070717,0,0,0
10.12.0.2,2829,10.11.9.28,502,1,62,1,62,0,0,729.211378,0,0,0
10.12.0.2,2830,10.11.9.28,502,1,62,1,62,0,0,729.726959,0,0,0
10.12.0.2,2831,10.11.9.28,502,1,62,1,62,0,0,731.289493,0,0,0
10.12.0.2,2836,10.11.9.28,502,2,124,2,124,0,0,757.925476,2.984837,332.3464564,0
10.12.0.2,2838,10.11.9.28,502,2,124,2,124,0,0,759.079652,2.937209,337.735585,0
10.12.0.2,2839,10.11.9.28,502,2,124,2,124,0,0,759.221032,2.996885,331.0103658,0
10.12.0.2,2840,10.11.9.28,502,2,124,2,124,0,0,759.729155,2.991692,331.5849359,0
10.12.0.2,2841,10.11.9.28,502,1,62,1,62,0,0,760.930228,0,0,0
10.12.0.2,2842,10.11.9.28,502,2,124,2,124,0,0,761.298434,2.830701,350.4432294,0
10.12.0.2,2843,10.11.9.28,502,1,62,1,62,0,0,762.086615,0,0,0
10.12.0.2,2844,10.11.9.28,502,1,62,1,62,0,0,762.227155,0,0,0
10.12.0.2,2845,10.11.9.28,502,1,62,1,62,0,0,762.742843,0,0,0
10.12.0.2,2846,10.11.9.28,502,1,62,1,62,0,0,764.30534,0,0,0
10.12.0.2,2852,10.11.9.28,502,2,124,2,124,0,0,790.93274,2.969879,334.0203422,0
10.12.0.2,2853,10.11.9.28,502,2,124,2,124,0,0,792.089513,2.919545,339.7789724,0
10.12.0.2,2854,10.11.9.28,502,2,124,2,124,0,0,792.230951,2.979308,332.963225,0
10.12.0.2,2855,10.11.9.28,502,2,124,2,124,0,0,792.751761,2.961416,334.9748904,0
10.12.0.2,2856,10.11.9.28,502,1,62,1,62,0,0,793.945968,0,0,0
10.12.0.2,2857,10.11.9.28,502,1,62,1,62,0,0,794.31291,0,0,0
10.12.0.2,2858,10.11.9.28,502,1,62,1,62,0,0,795.102266,0,0,0
10.12.0.2,2859,10.11.9.28,502,1,62,1,62,0,0,795.242822,0,0,0
10.12.0.2,2860,10.11.9.28,502,1,62,1,62,0,0,795.75854,0,0,0
10.12.0.2,2861,10.11.9.28,502,1,62,1,62,0,0,797.321046,0,0,0
10.12.0.2,2867,10.11.9.28,502,2,124,2,124,0,0,823.953867,2.941169,337.2808567,0
10.12.0.2,2868,10.11.9.28,502,2,124,2,124,0,0,825.107236,2.994726,331.2490024,0
10.12.0.2,2869,10.11.9.28,502,2,124,2,124,0,0,825.248539,2.95403,335.8124325,0
10.12.0.2,2870,10.11.9.28,502,2,124,2,124,0,0,825.769775,2.935783,337.8996336,0
10.12.0.2,2871,10.11.9.28,502,1,62,1,62,0,0,826.961968,0,0,0
10.12.0.2,2872,10.11.9.28,502,2,124,2,124,0,0,827.329833,2.985045,332.3232983,0
10.12.0.2,2873,10.11.9.28,502,1,62,1,62,0,0,828.118239,0,0,0
10.12.0.2,2874,10.11.9.28,502,1,62,1,62,0,0,828.258581,0,0,0
10.12.0.2,2875,10.11.9.28,502,1,62,1,62,0,0,828.774605,0,0,0
10.12.0.2,2876,10.11.9.28,502,1,62,1,62,0,0,830.336788,0,0,0
10.12.0.2,2882,10.11.9.28,502,2,124,2,124,0,0,856.96669,2.920572,339.6594914,0
10.12.0.2,2883,10.11.9.28,502,2,124,2,124,0,0,858.120258,2.974109,333.5452736,0
10.12.0.2,2884,10.11.9.28,502,2,124,2,124,0,0,858.261823,2.933107,338.207914,0
10.12.0.2,2885,10.11.9.28,502,1,62,1,62,0,0,858.781329,0,0,0
10.12.0.2,2886,10.11.9.28,502,1,62,1,62,0,0,859.977608,0,0,0
10.12.0.2,2887,10.11.9.28,502,2,124,2,124,0,0,860.345377,2.961828,334.9282943,0
10.12.0.2,2888,10.11.9.28,502,1,62,1,62,0,0,861.133845,0,0,0
10.12.0.2,2889,10.11.9.28,502,1,62,1,62,0,0,861.274505,0,0,0
10.12.0.2,2890,10.11.9.28,502,1,62,1,62,0,0,861.790065,0,0,0
10.12.0.2,2891,10.11.9.28,502,1,62,1,62,0,0,863.352551,0,0,0
10.12.0.2,2897,10.11.9.28,502,2,124,2,124,0,0,889.981299,2.998852,330.7932502,0
10.12.0.2,2898,10.11.9.28,502,1,62,1,62,0,0,891.137276,0,0,0
10.12.0.2,2899,10.11.9.28,502,2,124,2,124,0,0,891.27852,3.009376,329.6364429,0
10.12.0.2,2900,10.11.9.28,502,2,124,2,124,0,0,891.796903,2.993846,331.3463685,0
10.12.0.2,2901,10.11.9.28,502,1,62,1,62,0,0,892.993262,0,0,0
10.12.0.2,2902,10.11.9.28,502,2,124,2,124,0,0,893.361081,2.938457,337.5921444,0
10.12.0.2,2903,10.11.9.28,502,1,62,1,62,0,0,894.149486,0,0,0
10.12.0.2,2904,10.11.9.28,502,1,62,1,62,0,0,894.290812,0,0,0
10.12.0.2,2905,10.11.9.28,502,1,62,1,62,0,0,894.805786,0,0,0
10.12.0.2,2906,10.11.9.28,502,1,62,1,62,0,0,896.368451,0,0,0
10.12.0.7,2396,10.238.200.37,80,3,186,3,186,0,0,172.245368,9.118667,163.1817458,0
10.12.0.7,2397,10.238.200.37,80,3,186,3,186,0,0,193.51004,9.073489,163.9942474,0
10.12.0.7,2398,10.238.200.37,80,3,186,3,186,0,0,216.889642,8.882248,167.525158,0
10.12.0.22,52082,23.0.40.234,80,3,194,3,194,0,0,90.231457,9.004038,172.3671091,0
10.12.0.22,52105,23.0.40.234,80,3,194,3,194,0,0,411.243877,8.999859,172.4471461,0
10.12.0.22,52113,23.0.40.234,80,3,194,3,194,0,0,732.263303,9.009733,172.2581568,0
10.12.0.41,4085,10.238.200.37,80,3,186,3,186,0,0,695.363215,8.990046,165.5163945,0
10.12.0.41,4085,10.238.200.37,80,3,186,3,186,0,0,716.324863,8.950892,166.2404149,0
10.12.0.42,4480,10.11.9.208,502,9,559,6,368,3,191,149.187718,60.04646,49.02870211,25.44696224
10.12.0.42,4481,10.11.9.208,502,9,593,6,368,3,225,149.187986,60.155629,48.93972599,29.92238681
10.12.0.42,4482,10.11.9.208,502,10,623,6,368,4,255,149.188284,60.233306,48.87661321,33.86830535
10.12.0.42,4483,10.11.9.208,502,10,627,6,368,4,259,149.188653,60.326801,48.80086382,34.34626013
10.12.0.42,4484,10.11.9.208,502,9,559,6,368,3,191,150.133858,60.07494,49.00545885,25.43489848
10.12.0.42,4485,10.11.9.208,502,9,593,6,368,3,225,150.134102,60.168384,48.92935134,29.91604362
10.12.0.42,4486,10.11.9.208,502,10,623,6,368,4,255,150.134353,60.261907,48.85341581,33.85223106
10.12.0.42,4487,10.11.9.208,502,10,627,6,368,4,259,150.134675,60.339692,48.79043798,34.33892238
10.12.0.42,4488,10.11.9.208,502,17,"1,136",9,566,8,570,150.13496,61.112029,74.09343257,74.61706107
10.12.0.42,4489,10.11.9.208,502,7,424,5,304,2,120,150.135233,62.877316,38.67849576,15.26782727
10.12.0.42,4490,10.11.9.208,502,10,613,6,368,4,245,150.167246,60.45858,48.69449464,32.4188891
10.12.0.42,4491,10.11.9.208,502,10,645,6,368,4,277,150.167452,60.552074,48.61930906,36.59659948
10.12.0.42,4492,10.11.9.208,502,10,635,6,368,4,267,150.167821,60.645436,48.54446095,35.22111705
10.12.0.42,4493,10.11.9.208,502,10,619,6,368,4,251,150.168085,60.723344,48.48217845,33.06800759
10.12.0.42,4494,10.11.9.208,502,9,559,6,368,3,191,231.263678,60.057257,49.0198878,25.44238742
10.12.0.42,4495,10.11.9.208,502,9,593,6,368,3,225,231.263861,60.166314,48.93103473,29.91707287
10.12.0.42,4496,10.11.9.208,502,10,623,6,368,4,255,231.264224,60.25965,48.85524559,33.85349898
10.12.0.42,4497,10.11.9.208,502,10,627,6,368,4,259,231.264541,60.337533,48.7921838,34.3401511
10.12.0.42,4498,10.11.9.208,502,9,559,6,368,3,191,234.2948,60.125782,48.96402013,25.41339088
10.12.0.42,4499,10.11.9.208,502,10,653,6,368,4,285,234.295062,60.235305,48.87499117,37.85155566
10.12.0.42,4500,10.11.9.208,502,10,623,6,368,4,255,234.295328,60.312716,48.81226042,33.82371306
10.12.0.42,4501,10.11.9.208,502,10,627,6,368,4,259,234.295599,60.406205,48.73671504,34.30111195
10.12.0.42,4502,10.11.9.208,502,16,"1,076",9,566,7,510,234.295849,61.02514,74.19892851,66.85769176
10.12.0.42,4503,10.11.9.208,502,9,544,6,364,3,180,234.296082,63.024936,46.20393427,22.84809936
10.12.0.42,4504,10.11.9.208,502,9,544,6,364,3,180,234.296309,63.024758,46.20406476,22.84816389
10.12.0.42,4505,10.11.9.208,502,9,544,6,364,3,180,234.296542,63.024637,46.20415346,22.84820776
10.12.0.42,4506,10.11.9.208,502,9,559,6,368,3,191,449.197668,60.041577,49.03268946,25.44903176
10.12.0.42,4507,10.11.9.208,502,9,593,6,368,3,225,449.197958,60.150763,48.94368505,29.92480744
10.12.0.42,4508,10.11.9.208,502,10,623,6,368,4,255,449.198161,60.244207,48.86776915,33.86217699
10.12.0.42,4509,10.11.9.208,502,10,627,6,368,4,259,449.198428,60.337561,48.79216115,34.34013516
10.12.0.42,4510,10.11.9.208,502,9,559,6,368,3,191,450.143813,60.087573,48.99515579,25.42955097
10.12.0.42,4511,10.11.9.208,502,9,593,6,368,3,225,450.144034,60.181091,48.9190201,29.90972696
10.12.0.42,4512,10.11.9.208,502,10,623,6,368,4,255,450.144267,60.290144,48.83053522,33.83637631
10.12.0.42,4513,10.11.9.208,502,10,627,6,368,4,259,450.144602,60.367989,48.76756786,34.32282629
10.12.0.42,4514,10.11.9.208,502,17,"1,136",9,566,8,570,450.144901,61.06897,74.14567496,74.66967267
10.12.0.42,4515,10.11.9.208,502,9,544,6,364,3,180,450.145174,63.037453,46.1947598,22.84356254
10.12.0.42,4516,10.11.9.208,502,10,613,6,368,4,245,450.177324,60.50136,48.66006318,32.39596597
10.12.0.42,4517,10.11.9.208,502,10,645,6,368,4,277,450.177607,60.594921,48.58493008,36.57072183
10.12.0.42,4518,10.11.9.208,502,10,635,6,368,4,267,450.177978,60.688201,48.51025325,35.19629788
10.12.0.42,4519,10.11.9.208,502,10,619,6,368,4,251,450.178262,60.76607,48.44808953,33.04475672
10.12.0.42,4520,10.11.9.208,502,9,559,6,368,3,191,531.273522,60.03382,49.039025,25.45232004
10.12.0.42,4521,10.11.9.208,502,9,593,6,368,3,225,531.273578,60.143078,48.94993901,29.92863119
10.12.0.42,4522,10.11.9.208,502,10,623,6,368,4,255,531.2738,60.220958,48.88663511,33.87524988
10.12.0.42,4523,10.11.9.208,502,10,627,6,368,4,259,531.274134,60.314387,48.81090808,34.35332933
10.12.0.42,4524,10.11.9.208,502,9,559,6,368,3,191,534.304738,60.068061,49.01107096,25.43781129
10.12.0.42,4525,10.11.9.208,502,9,593,6,368,3,225,534.304992,60.161657,48.93482239,29.91938869
10.12.0.42,4526,10.11.9.208,502,10,623,6,368,4,255,534.305299,60.239338,48.87171901,33.86491399
10.12.0.42,4527,10.11.9.208,502,10,627,6,368,4,259,534.305587,60.332779,48.79602844,34.34285697
10.12.0.42,4528,10.11.9.208,502,16,"1,076",9,566,7,510,534.305973,60.771903,74.50811603,67.13628829
10.12.0.42,4529,10.11.9.208,502,7,424,5,304,2,120,534.306229,62.959259,38.62815476,15.24795582
10.12.0.42,4530,10.11.9.208,502,7,424,5,304,2,120,534.306499,62.958992,38.62831857,15.24802049
10.12.0.42,4531,10.11.9.208,502,9,544,6,364,3,180,534.306773,62.974248,46.24112383,22.86648981
10.12.0.42,4533,10.11.9.208,502,9,559,6,368,3,191,749.20378,60.059945,49.01769391,25.44124874
10.12.0.42,4534,10.11.9.208,502,9,593,6,368,3,225,749.204066,60.168907,48.92892603,29.91578358
10.12.0.42,4535,10.11.9.208,502,10,623,6,368,4,255,749.204372,60.246722,48.86572916,33.86076341
10.12.0.42,4536,10.11.9.208,502,10,627,6,368,4,259,749.204584,60.324705,48.80255942,34.3474535
10.12.0.42,4537,10.11.9.208,502,9,559,6,368,3,191,750.160506,60.069023,49.01028605,25.4374039
10.12.0.42,4538,10.11.9.208,502,9,593,6,368,3,225,750.160771,60.162415,48.93420585,29.91901173
10.12.0.42,4539,10.11.9.208,502,10,623,6,368,4,255,750.161098,60.255832,48.85834121,33.85564405
10.12.0.42,4540,10.11.9.208,502,10,627,6,368,4,259,750.161284,60.33387,48.79514608,34.34223596
10.12.0.42,4541,10.11.9.208,502,17,"1,136",9,566,8,570,750.161611,61.192984,73.99541098,74.51834674
10.12.0.42,4542,10.11.9.208,502,9,544,6,364,3,180,750.161865,62.880158,46.3103162,22.90070582
10.12.0.42,4543,10.11.9.208,502,10,613,6,368,4,245,750.193595,60.467576,48.68725017,32.41406601
10.12.0.42,4544,10.11.9.208,502,10,645,6,368,4,277,750.193831,60.561071,48.61208614,36.59116266
10.12.0.42,4545,10.11.9.208,502,10,635,6,368,4,267,750.194063,60.654657,48.537081,35.21576258
10.12.0.42,4546,10.11.9.208,502,10,619,6,368,4,251,750.194363,60.732391,48.4749563,33.06308161
10.12.0.42,4547,10.11.9.208,502,9,559,6,368,3,191,831.28532,60.05917,49.01832643,25.44157703
10.12.0.42,4548,10.11.9.208,502,9,593,6,368,3,225,831.285578,60.168216,48.92948795,29.91612715
10.12.0.42,4549,10.11.9.208,502,10,623,6,368,4,255,831.285863,60.245998,48.8663164,33.86117033
10.12.0.42,4550,10.11.9.208,502,10,627,6,368,4,259,831.28615,60.324034,48.80310226,34.34783556
10.12.0.42,4551,10.11.9.208,502,9,559,6,368,3,191,834.31563,60.04646,49.02870211,25.44696224
10.12.0.42,4552,10.11.9.208,502,9,593,6,368,3,225,834.3158,60.155647,48.93971135,29.92237786
10.12.0.42,4553,10.11.9.208,502,10,623,6,368,4,255,834.316072,60.249141,48.8637672,33.8594039
10.12.0.42,4554,10.11.9.208,502,10,627,6,368,4,259,834.316483,60.342475,48.78818776,34.33733867
10.12.0.42,4555,10.11.9.208,502,16,"1,076",9,566,7,510,834.316759,60.708418,74.58603187,67.20649515
10.12.0.42,4556,10.11.9.208,502,7,424,5,304,2,120,834.317155,63.005006,38.60010743,15.23688451
10.12.0.42,4557,10.11.9.208,502,7,424,5,304,2,120,834.317313,63.004877,38.60018646,15.23691571
10.12.0.42,4558,10.11.9.208,502,9,544,6,364,3,180,834.317557,63.020261,46.20736179,22.84979429
10.12.0.62,65284,143.166.135.105,80,3,194,3,194,0,0,11.719708,9.001716,172.4115713,0
10.12.0.62,65292,23.0.40.234,80,3,194,3,194,0,0,18.760673,9.006317,172.3234925,0
10.12.0.62,65294,172.217.22.68,80,3,194,3,194,0,0,39.767582,8.992917,172.5802651,0
